id,title,author,genre,age_group,availability,description,thumbnail_url
351,Horrid Henry Rules The World, ,Childrens,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/351.jpg
352,Horrid Henry Tricks The Tooth Fairy,Francesca Simon,,0-2;2-4;4-10;10+,available,"In green satin knickerbockers. Ugh. Wormy worm Peter can't wait, of course. But Henry decides that if he has to be part of it, he can at least make sure that this is the most horrible wedding . . . ever.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/352.jpg
353,Horrid Henry'S Haunted House,Francesca Simon,Childrens;Fiction;Humor,0-2;2-4;4-10;10+,available,"Or is it? (((Set in smaller point size))) 'Horrid Henry's Haunted House' was originally published in the black and white story book of the same title, but appears here for the first time in a single volume with brand-new full colour ...",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/353.jpg
354,Horrid Henry'S Monster Movie,Francesca Simon,Childrens>Middle Grade;Childrens;Humor;Fantasy;Fiction,0-2;2-4;4-10;10+,available,You won't believe what Horrid Henry will do next!,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/354.jpg
355,Horrid Henry'S Nits,Francesca Simon,Childrens;Fiction;Humor;Novels;Humor>Comedy,0-2;2-4;4-10;10+,available,"Horrid Henry has got nits - again! But as an impending visit from Nitty Nora the nit nurse looms, Henry's determined he won't be the only one!",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/355.jpg
356,Horrid Henry'S Stinkbomb,Francesca Simon,Childrens;Fiction;Humor;Childrens>Juvenile;Audiobook;Kids;Humor>Comedy,0-2;2-4;4-10;10+,available,"This could get very smelly ... A hilarious and horrid new Early Reader from bestelling author Francesca Simon, and illustrator Tony Ross.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/356.jpg
357,Horse And Pony Treasury,Rosie Dickins,,0-2;2-4;4-10;10+,available,"A comprehensive guide to horses and ponies covers how to care for them, the competitions they can participate in, and how they are portrayed in literature and motion pictures, and includes six short stories based on myths about horses.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/357.jpg
358,Hour Of The Olympics,Mary Pope Osborne,Childrens;Fantasy;Fiction;Historical>Historical Fiction;Childrens>Chapter Books;Adventure;Science Fiction>Time Travel;Childrens>Middle Grade;Fantasy>Magic;Historical,0-2;2-4;4-10;10+,available,"Their magic tree house takes Jack and Annie back to retrieve a lost story in ancient Greece, where they witness the original Olympic games and are surprised to find what girls of the time were not allowed to do.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/358.jpg
359,How I Taught My Grandmother To Read And Other Stories,Sudha Murty,Short Stories;Nonfiction;Asian Literature>Indian Literature;Cultural>India;Childrens;Childrens>Middle Grade;Anthologies;Biography>Autobiography;Biography Memoir;Realistic Fiction>Slice Of Life,0-2;2-4;4-10;10+,available,"These are just some of the questions you will find answered in this delightful collection of stories recounting real-life incidents from the life of Sudha Murty-teacher, social worker and bestselling writer.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/359.jpg
360,How To Catch A Star,Oliver Jeffers,Childrens>Picture Books;Childrens;Space;Fiction;Childrens>Storytime;Adventure;Fantasy;Psychology>Growth Mindset;Environment>Nature;Academic>School,0-2;2-4;4-10;10+,available,"Finally, just when the boy is ready to give up, he learns that sometimes things aren't where, or what, we expect them to be. Oliver Jeffers offers a simple, childlike tale of reaching for the stars, and emerging with a friend.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/360.jpg
361,How To Survive Summer Camp?,Jacqueline Wilson,Childrens;Fiction;Childrens>Middle Grade;Contemporary;Young Adult,0-2;2-4;4-10;10+,available,"Stella is determined not to enjoy her time at summer camp while her mum and new stepfather are on holiday, but finds herself having rather more of a good time than she expected.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/361.jpg
362,Howler,Michael Rosen,Childrens>Picture Books;Childrens;Animals>Dogs;Family;Animals,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/362.jpg
363,Humphery'S Treasury,Sally Hunter,,0-2;2-4;4-10;10+,available,,
364,Hungry Donkey,Heather Amery,Childrens>Picture Books;Childrens,0-2;2-4;4-10;10+,available,"Ears the donkey is hungry and she causes mayhem at the farm show! Young children will love finding out what happens in this charming short story, especially written for new readers.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/364.jpg
365,Hungry Floppy,Roderick Hunt,,0-2;2-4;4-10;10+,available,"This Biff, Chip and Kipper collection contains four funny stories, plus activities focusing on phonics and reading skills.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/365.jpg
366,Hungry Harry,Joanne Partis,Childrens;Animals;Childrens>Picture Books;Fiction,0-2;2-4;4-10;10+,available,Harry is now old enough to hunt for his own food.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/366.jpg
367,Hurrah For Little Noddy,Enid Blyton,Childrens;Adventure;Childrens>Picture Books;Fiction,0-2;2-4;4-10;10+,available,Noddy has to find a way to make money for himself as he settles into life in Toy Town. Will he find a job cleaning houses and washing cars? Or will his new car help him earn money?,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/367.jpg
368,I Am Not A Loser,Barry Loser (Fictitious character),Childrens;Humor,0-2;2-4;4-10;10+,available,"Barry Loser tries to get his best friend Bunky back from Gordon Smugly, who has made him his own best friend, while trying to avoid seeing his teacher kiss his grandmother.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/368.jpg
369,I Am Not Sleepy And I Will Not Go To Bed,Lauren Child,Childrens>Picture Books;Childrens;Humor;Childrens>Storytime;Family;Kids;Fiction;Animals;European Literature>Spanish Literature;Young Adult,0-2;2-4;4-10;10+,available,"In the follow-up to I Will Never Not Ever Eat a Tomato, Charlie helps Lola get ready for bed, despite the tigers, whales, and other animals that serve as obstacles.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/369.jpg
370,I Can Trick A Tiger,Cynthia Rider,,0-2;2-4;4-10;10+,available,"These entertaining stories, with real life and fantasy adventures, are carefully graded across 4 levels, and contain built-in progression and vocabulary repetition throughout.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/370.jpg
371,I Completely Know About Guinea Pigs,Lauren child,Childrens>Picture Books;Childrens;Animals;Academic>School,0-2;2-4;4-10;10+,available,"Lola is really excited about looking after the school guinea pig, Bert. She can't wait, as she has learned everything there is to know about guinea pigs. But when Bert goes missing, Lola discovers she knows something about this particular guinea pig that no one else has even thought of.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/371.jpg
372,I Didn'T Understand,Mini Shrinivasan,,0-2;2-4;4-10;10+,available,"For it is told by Manna, and she has Down's [sic] Syndrome. Award-winning writer Mini Shrinivasan bases her narrative on true events, and speaks in Manna's voice to take us into her mind.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/372.jpg
373,I Don'T Like Fish,Karen Hayles,Animals;Childrens>Picture Books;Childrens,0-2;2-4;4-10;10+,available,,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/373.jpg
374,I Lost My Kisses,Trudie Trewin,Childrens>Picture Books;Childrens;Family;Love;Childrens>Storytime;Animals,0-2;2-4;4-10;10+,available,"Matilda Rose loves to kiss hello, goodbye, good morning, and goodnight, but on the day her father is to return from a trip, she cannot find her kisses anywhere, despite knowing how they feel, taste, and sound.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/374.jpg
375,I Need To Pee,Neha Singh,Childrens>Picture Books;Cultural>India;Childrens,0-2;2-4;4-10;10+,available,Where do you go when you just have to go?,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/375.jpg
376,I Want A Party!,Tony Ross,Childrens>Picture Books;Fairy Tales>Princesses;Childrens,0-2;2-4;4-10;10+,available,"It's not Christmas or even her birthday, but the Little Princess wants a party!",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/376.jpg
377,I Want To Be Angelina Ballerina,Katharine Holabird,,0-2;2-4;4-10;10+,available,"While the reader follows the story, there are elements contained in the book (crown, tutu, wand, stickers and fairy dust) to enable them to dress up and put on their own performance.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/377.jpg
378,I Want To Go To The Fair!,Tony Ross,,0-2;2-4;4-10;10+,available,"""The Little Princess is off to the fair!",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/378.jpg
379,I Want To Share, ,,0-2;2-4;4-10;10+,available, ,
380,I Will Not Ever Never Eat A Tomato,Lauren Child,Childrens>Picture Books;Childrens;Food and Drink>Food;Fiction;Humor;Family;Health>Nutrition;Childrens>Storytime;European Literature>British Literature;Childrens>Juvenile,0-2;2-4;4-10;10+,available,"From Children's Laureate Lauren Child. Lola will not eat peas. In fact, she won't eat carrots, potatoes, mushrooms, eggs, sausages, cauliflower, cabbage or baked beans. And she will absolutely not ever NEVER eat a tomato.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/380.jpg
381,I Will Save My Land,Rinacina,,0-2;2-4;4-10;10+,available,Age range 6+ Mati pesters her grandmother and father for her own plot of land in the big field.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/381.jpg
382,I Wish I Were A Dog,Lydia Monks,Childrens>Picture Books;Animals>Cats;Childrens>Storytime;Childrens;Animals,0-2;2-4;4-10;10+,available,"A cat that imagines life would be better as a dog recognizes, after some thought, the many advantages of being a feline.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/382.jpg
383,I Wish I Were Big,Peter Bowman,,0-2;2-4;4-10;10+,available,The smallest teddy bear in the world comes to appreciate his size when he meets the biggest animal of all.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/383.jpg
384,I Wonder Why Pyramids Were Built And Other Questions, ,Nonfiction;History;Childrens;Northern Africa>Egypt;Reference;Childrens>Picture Books;Education;History>Ancient History;History>World History,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/384.jpg
385,I Wonder Why Snakes Shed Their Skin And Other Questions,Amanda O'Neill,Science;Animals;Nonfiction;Childrens,0-2;2-4;4-10;10+,available,"Answers such questions about reptiles as why do snakes stare, are frogs and newts reptiles, and which reptile lives longest.",
386,Ice Age, ,,0-2;2-4;4-10;10+,available, ,
387,If I Were A Rabbit, ,Childrens,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/387.jpg
388,I'Ll Always Love You,Penny Lves,Childrens>Picture Books;Childrens;Family;Love;Fiction,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/388.jpg
389,Illustrated Encyclopedia Of Science, ,,0-2;2-4;4-10;10+,available, ,
390,I'M Not Cute!,Jonathan Allen,Childrens>Picture Books;Childrens;Childrens>Storytime;Animals;Animals>Birds;Fiction;Humor;Family;Psychology>Emotion;Love,0-2;2-4;4-10;10+,available,"When anyone tells Baby Owl he is adorable or small, he replies, ""I'm not cute!"" However, when Mama agrees with him, Baby Owl starts to rethink his proclamation.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/390.jpg
391,I'M Not Reading!,Jonathan Allen,Childrens>Picture Books;Childrens;Animals;Childrens>Storytime;Animals>Birds;Humor;Writing>Books About Books;Fiction;Family;Childrens>Juvenile,0-2;2-4;4-10;10+,available,"Baby Owl reluctantly reads a story to Baby Chick, whose numerous brothers, sisters, cousins, and friends join in and test Baby Owl's patience.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/391.jpg
392,In The King'S Shoes,Enid Blyton,,0-2;2-4;4-10;10+,available,The brownie pedlar Twiddles has a chance to step into the King's shoes for a few hours - it is not quite as much fun as he expected!,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/392.jpg
393,Interactive Learning  Dinosaurs, ,,0-2;2-4;4-10;10+,available, ,
394,Interactive Learning  Famous Places, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/394.jpg
395,Interactive Learning  How Things Work, ,Science>Technology,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/395.jpg
396,Interactive Learning  Insect World, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/396.jpg
397,Interactive Learning  Life In The Water, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/397.jpg
398,Interactive Learning  Science Starter, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/398.jpg
399,Interactive Learning  The World We Live In, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/399.jpg
400,Interactive Learning  Wild Animals, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-2/400.jpg
401,It Was The Night  Before Christmas,Clement Clarke Moore,Holiday>Christmas;Childrens;Childrens>Picture Books;Classics;Poetry;Fiction;Holiday;Fantasy;Kids;Short Stories,0-2;2-4;4-10;10+,available,,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-3/401.jpg
402,"I'Ve Won, No I'Ve Won",Lauren Child,Childrens>Picture Books;Childrens;Humor,0-2;2-4;4-10;10+,available,Lola always always always has to win!,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-3/402.jpg
403,"I'Ve Won, No I'Ve Won",Lauren Child,Childrens>Picture Books;Childrens;Humor,0-2;2-4;4-10;10+,available,Lola always always always has to win!,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-3/403.jpg
404,Jab Mami Ne Circus Dekha,Sushama Chawhan,,0-2;2-4;4-10;10+,available, ,
405,Jab Me Moti Ko Ghar Layi,proyithi Rai,,0-2;2-4;4-10;10+,available, ,
406,Jack And The Beanstalk,,Childrens>Picture Books;Fantasy>Fairy Tales;Childrens;Folklore;Adventure,0-2;2-4;4-10;10+,available,"After climbing to the top of a huge beanstalk, a boy uses his quick wits to outsmart a giant and gain a fortune for himself and his mother.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-3/406.jpg
407,Jack And The Giants,Julia Donaldson,,0-2;2-4;4-10;10+,available,"A Southwestern version of the traditional tale, in which a boy climbs to the top of a giant beanstalk and uses his quick wits to outsmart the giant cattle rustler Wild Bill Hiccup.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-3/407.jpg
408,Jainaindra Kumar Ki Teen Bal Kahaniyan,Suresh Lal,,0-2;2-4;4-10;10+,available, ,
409,Jake Never Land Pirates,Disney Book Group,,0-2;2-4;4-10;10+,available,It's Jake's birthday!,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-3/409.jpg
410,Jalebi Curls,Niveditha Subramaniam,,0-2;2-4;4-10;10+,available,"Story based on a raja who loves jalebis, he even dreams of them, then the dream becomes a nightmare.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-3/410.jpg
411,Jazzy In The Jungle,Lucy Cousins,Childrens>Picture Books;Animals;Childrens>Storytime;Childrens;Fantasy;Environment>Nature,0-2;2-4;4-10;10+,available,The jungle animals help Mama JoJo find her baby lemur Jazzy.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-3/411.jpg
412,Joe Lion'S Day Out, ,,0-2;2-4;4-10;10+,available, ,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-3/412.jpg
413,Judy Moody Goes To College,Megan McDonald,Fiction;Realistic Fiction;Childrens;Childrens>Chapter Books;Humor;Childrens>Middle Grade;Academic>School;Family;Childrens>Juvenile;Childrens>1st Grade,0-2;2-4;4-10;10+,available,A few sessions with a college-age math tutor turn Judy into a jargon-spouting polygon princess.,https://ik.imagekit.io/qdxmlqyzh/LOBH/images-3/413.jpg
414,Judy Moody Predicts The Future,Megan McDonald,Childrens;Fiction;Childrens>Chapter Books;Realistic Fiction;Childrens>Middle Grade;Humor;Childrens>Juvenile;Academic>School;Young Adult;Childrens>2nd Grade,0-2;2-4;4-10;10+,available,"After Judy obtains a mood ring, she tries to convince herself and her third-grade classmates that she can predict the future.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-3/414.jpg
415,Judy Moody Saves The World,Megan McDonald,Childrens;Fiction;Realistic Fiction;Childrens>Chapter Books;Childrens>Middle Grade;Humor;Academic>School;Childrens>Juvenile;Childrens>2nd Grade;Adventure,0-2;2-4;4-10;10+,available,"When Judy Moody gets serious about protecting the environment, her little brother Stink thinks she's overdoing it, but she manages to inspire her third grade class to undertake an award-winning, environment-saving project.",https://ik.imagekit.io/qdxmlqyzh/LOBH/images-3/415.jpg
